Area_sqft,Bedrooms,Bathrooms,Age_years,Parking,Location_Score,Price
2632,1,4,11,0,7.9,13522000
2577,1,1,2,1,6.1,12359500
2352,6,5,13,3,6.0,15082000
1806,3,5,18,1,7.0,11421000
3539,2,5,8,0,7.7,17566500
1824,5,5,14,0,7.3,12604000
1525,2,2,18,3,9.3,10357500
1863,3,5,2,1,9.4,13380500
1977,2,2,2,1,7.3,11539500
3039,5,4,13,0,5.7,15966500
1781,2,3,1,3,7.2,11563500
3872,3,5,2,0,10.0,20452000
3459,3,1,21,1,8.3,16376500
3695,4,3,18,1,7.6,18172500
757,6,1,17,1,5.5,7499500
3573,3,4,13,2,7.2,17835500
1951,4,3,4,0,6.5,12128500
2791,1,2,17,2,5.5,12618500
2997,1,2,23,2,8.4,14199500
3620,5,1,1,2,5.0,17820000
1090,4,4,15,0,5.6,8505000
1339,2,5,7,0,6.2,9316500
3508,3,5,0,2,6.1,18118000
1905,6,2,5,3,7.6,13657500
1049,5,5,19,3,5.2,9401500
3610,1,1,2,3,9.2,17615000
1484,3,2,25,1,7.0,9044000
2438,3,2,5,0,8.6,13823000
857,3,4,15,1,8.7,8629500
1910,6,3,7,2,9.5,14435000
793,3,4,13,2,5.1,7265500
2513,1,1,11,2,7.4,12405500
1093,4,4,18,0,9.1,9765500
2854,5,3,16,1,6.1,15229000
1926,5,2,1,1,6.3,12511000
3984,3,3,13,0,8.5,19094000
3889,2,1,18,0,6.8,16731500
2589,1,2,7,3,9.9,14371500
3334,1,3,17,1,8.7,15899000
1111,3,3,25,3,7.6,8678500
2602,4,3,24,1,5.1,13047000
3567,6,2,22,2,9.8,19304500
908,1,4,2,3,7.5,8378000
790,1,3,5,0,6.3,6435000
3265,2,5,25,2,9.7,16957500
1194,3,3,11,3,7.6,9669000
1887,2,4,9,3,6.3,11474500
2854,5,5,9,1,9.3,17459000
1502,3,2,16,3,7.3,10077000
725,3,1,21,1,6.9,6247500
1130,2,4,4,0,6.8,8675000
3717,5,3,19,1,9.1,19299500
3170,4,2,6,1,9.6,17435000
3482,4,3,21,3,9.5,18437000
601,3,3,7,1,6.5,6953500
3259,4,4,0,3,8.5,18606500
3813,1,1,16,2,8.2,17025500
1993,3,2,7,2,8.7,12605500
1396,2,3,21,3,6.9,9096000
725,6,5,6,1,5.8,9257500
1340,6,3,13,1,5.4,10300000
1670,1,1,25,0,8.0,8595000
2925,5,4,16,3,8.4,17097500
1919,4,3,11,3,9.5,13466500
2755,2,2,20,2,9.7,14522500
1580,1,1,24,1,6.1,7770000
3933,5,4,0,0,6.4,20025500
1225,1,2,4,2,8.6,9027500
875,3,4,21,1,9.0,8512500
1813,2,1,25,1,5.0,8595500
3320,4,4,16,3,8.6,18060000
1582,4,5,14,3,5.2,11017000
3048,4,5,5,1,9.5,17918000
1484,4,3,2,2,6.6,11034000
2201,1,5,3,2,9.2,13633500
1624,4,4,7,1,6.6,11374000
674,6,2,4,0,5.2,7839000
3956,1,1,19,0,6.8,16416000
2365,4,4,13,3,8.5,14827500
3665,5,5,12,1,5.7,18707500
1784,2,1,22,2,9.6,10684000
2422,1,3,24,1,6.5,11477000
1235,3,3,22,2,6.6,8662500
3095,3,4,3,2,5.0,15782500
1163,4,1,2,2,5.5,8870500
1691,5,5,4,0,9.0,13318500
2506,6,4,0,0,5.1,15011000
1598,2,1,25,0,8.1,8883000
1091,5,4,19,2,9.0,10568500
2230,4,2,14,3,9.4,14065000
2937,3,2,24,2,6.0,13979500
2575,5,2,13,1,8.7,15142500
1087,2,2,7,0,9.6,8894500
2408,4,2,15,1,5.6,12718000
3844,1,5,18,0,8.1,17794000
1490,2,3,11,0,8.6,10005000
2089,3,4,6,1,10.0,13911500
1839,5,2,5,2,5.4,11846500
1809,6,3,22,3,9.9,13691500
861,4,4,18,2,9.9,9673500
2882,5,3,19,2,5.1,14977000
3584,3,3,16,0,6.0,16544000
3269,6,4,6,3,6.5,18541500
3316,6,4,6,2,9.9,19866000
1749,1,1,20,0,7.6,8961500
3369,6,4,13,0,9.7,19221500
2815,1,5,3,0,5.9,14062500
2247,4,3,5,3,9.5,14914500
954,4,1,3,1,7.3,8609000
1112,3,5,22,1,6.1,8432000
2887,6,4,25,1,6.2,15734500
3678,4,1,15,1,6.9,17383000
848,6,4,12,2,6.0,9368000
1858,2,1,24,0,9.1,10243000
2657,3,2,0,3,6.2,14479500
1667,5,5,13,2,7.0,12384500
3200,2,4,0,0,6.0,15800000
1880,6,3,16,3,9.9,14240000
2162,1,5,4,2,5.1,11807000
3809,3,4,5,2,8.2,19461500
1109,2,1,24,3,8.0,7781500
1932,3,5,24,3,8.6,12602000
3974,3,2,9,1,9.7,19639000
3583,3,4,18,0,6.0,16740500
2482,5,5,11,3,5.0,14737000
1960,3,3,5,2,9.7,13290000
2123,5,4,16,3,5.6,13170500
2121,4,1,8,1,7.5,12523500
1586,4,1,1,3,5.2,10481000
739,4,1,9,2,6.0,7236500
3243,4,1,14,1,9.4,16910500
3725,1,1,24,1,5.5,15037500
1738,4,4,4,2,8.9,13043000
1565,6,2,5,3,6.2,11907500
1667,3,2,1,1,10.0,12084500
1457,1,3,6,2,5.6,8839500
3944,4,1,16,2,8.1,18944000
1472,6,3,10,0,5.9,10912000
2964,3,4,10,3,7.9,16334000
857,3,1,1,0,7.0,7549500
3286,4,1,15,2,7.5,16451000
1403,6,4,14,2,6.6,11450500
3270,4,4,24,1,8.7,17125000
2240,4,5,25,3,8.9,14250000
2568,6,3,21,0,5.4,13998000
3783,1,3,18,3,5.3,16460500
3637,3,1,24,0,9.5,17129500
3842,2,5,18,3,8.4,19007000
3937,6,2,14,1,5.0,18879500
3193,2,5,7,3,8.9,17485500
3863,5,5,2,1,9.7,21500500
2869,4,2,12,2,8.7,15921500
2585,6,1,5,2,5.9,14857500
2457,6,4,11,3,9.8,16769500
2131,5,4,2,3,8.4,15018500
2153,1,4,21,2,8.9,12145500
609,5,4,0,3,5.1,8471500
2140,2,5,4,2,8.4,13550000
961,1,1,16,3,7.4,6923500
1481,2,2,9,0,9.6,10173500
1802,2,1,21,3,6.5,9757000
1871,6,2,13,1,7.9,12858500
1287,5,5,4,1,7.0,11304500
1213,4,4,23,0,5.1,8335500
1492,3,5,17,2,6.1,10212000
3043,2,5,16,0,9.6,16190500
934,1,5,9,0,7.3,7739000
1059,5,5,21,2,7.0,9856500
781,4,4,1,3,6.7,9163500
1500,5,5,5,3,8.7,13080000
2407,3,5,3,2,8.5,15074500
3925,2,5,13,2,9.0,19587500
2662,5,5,18,1,7.2,15497000
2138,1,5,2,2,7.5,12783000
1649,4,4,22,3,6.3,10991500
2243,6,4,9,2,6.5,14600500
1467,5,1,4,1,7.2,10814500
2457,6,2,12,2,6.4,14559500
3318,1,5,8,3,5.8,16133000
2440,2,4,0,0,8.3,14060000
2330,6,3,20,1,8.7,14735000
1569,6,4,25,3,5.2,11121500
3195,2,4,24,1,6.1,14822500
676,5,2,24,2,9.0,8266000
3450,6,4,6,1,6.1,18615000
2881,2,5,15,3,6.4,14993500
3996,2,4,6,3,9.0,20086000
1663,2,2,19,2,5.5,9070500
750,4,3,2,2,7.2,8705000
3082,6,3,18,2,7.3,17107000
3834,1,5,3,2,5.5,17869000
1944,4,4,12,2,6.4,12364000
2739,1,3,19,2,8.1,13676500
1025,1,3,3,2,9.0,8837500
849,6,1,5,2,5.4,8581500
2694,5,1,22,1,8.0,14529000
2171,4,2,24,3,5.9,11958500
2719,4,1,5,3,9.7,16046500
2848,4,4,6,1,7.4,16028000
1513,6,4,2,2,9.8,13715500
2886,4,1,3,2,5.7,14931000
3125,2,5,10,3,7.5,16537500
1831,6,4,23,3,9.0,13658500
1291,5,4,24,1,8.4,10578500
4000,1,2,24,1,9.4,17860000
3743,3,1,19,3,7.9,17710500
935,2,4,16,1,9.2,8552500
2591,6,5,17,1,7.8,16038500
2506,1,3,12,2,6.8,12691000
1572,4,4,8,1,5.9,10862000
2309,2,2,9,3,9.1,13471500
747,2,1,18,2,5.6,5654500
3943,6,5,23,3,6.8,20470500
3434,5,1,5,1,8.5,18169000
1339,5,4,24,1,10.0,11386500
3437,1,4,2,0,6.7,16309500
3242,5,5,6,2,5.9,17807000
2938,3,3,14,1,8.8,15703000
2937,2,2,7,3,9.8,16049500
3267,5,5,13,3,9.0,18984500
1017,4,1,7,0,7.7,8589500
2998,5,5,1,2,7.7,17923000
3707,1,2,20,1,6.5,15874500
1336,5,4,0,0,5.5,10576000
2383,5,4,18,0,9.7,15020500
1775,3,5,2,2,5.1,11552500
2461,4,3,22,3,7.1,13853500
2023,3,2,12,2,9.4,12740500
2339,1,3,25,3,8.4,12296500
632,1,3,3,2,5.5,6062000
2295,3,1,6,3,7.7,13212500
2301,3,1,4,1,6.1,12293500
856,5,5,13,2,6.4,9306000
3483,3,5,6,0,5.2,16970500
1570,3,4,15,2,8.7,11325000
1461,4,2,18,3,5.1,9453500
3680,4,3,9,0,9.2,19010000
1670,3,2,3,2,8.4,11555000
3204,2,3,14,3,7.9,16174000
1577,5,1,13,2,8.3,11389500
3087,2,2,5,3,8.7,16234500
2551,4,4,3,2,7.5,15378500
1785,2,5,0,0,9.4,12507500
3418,1,2,11,1,5.9,15073000
1168,4,1,7,2,5.7,8718000
3791,4,1,24,0,8.3,17688500
675,3,4,8,0,5.8,6982500
1398,1,2,6,0,7.0,8493000
2994,6,4,5,0,5.8,16749000
2431,1,5,10,3,5.3,12728500
2155,1,1,8,3,8.9,12102500
2476,2,5,5,0,8.3,14236000
3225,2,3,10,0,6.6,15327500
1407,4,4,10,3,7.8,11344500
1654,1,1,7,2,8.3,9959000
2708,3,3,23,1,9.9,14888000
2423,3,3,17,2,7.4,13390500
3486,3,1,15,2,6.9,16411000
3454,6,3,10,3,6.6,18729000
3845,6,2,12,3,7.2,19937500
1724,2,4,15,2,7.6,10924000
2598,5,1,15,3,5.3,13863000
3995,6,5,20,3,7.7,21162500
3377,2,2,8,2,9.8,17339500
2690,3,4,5,1,6.8,14785000
2076,5,4,5,3,9.0,14916000
3266,1,4,3,3,8.2,16861000
2888,2,2,15,1,7.0,13958000
1232,1,3,21,0,5.9,7022000
2653,2,1,6,3,7.2,13765500
1639,5,2,5,3,6.5,11786500
2968,3,3,10,2,9.5,16488000
2276,1,1,22,2,6.1,10506000
3130,5,5,6,3,7.1,18095000
1115,1,5,12,2,6.0,8102500
1355,6,1,14,1,9.3,11262500
1970,5,2,23,3,7.1,12285000
3760,1,2,6,0,9.0,17560000
3004,5,3,12,1,8.7,16994000
1823,2,4,1,0,7.5,11530500
2086,5,2,22,1,6.6,12141000
3280,6,2,23,2,5.6,16570000
1510,3,3,17,2,9.6,11075000
2419,4,2,22,1,6.6,12806500
3915,1,2,5,0,6.9,17312500
2027,4,1,21,2,8.9,12304500
647,6,4,24,2,8.2,8944500
704,5,4,21,3,5.8,8034000
3975,4,5,13,0,6.8,19482500
796,6,1,13,3,5.8,8356000
1087,1,1,12,2,8.6,7844500
3256,3,4,12,3,8.2,17376000
3276,6,4,3,2,8.5,19316000
846,6,5,23,3,8.3,10231000
2579,6,5,11,0,5.4,15136500
2260,1,1,8,3,7.1,11750000
2568,4,2,25,3,7.5,13938000
1407,6,5,7,3,9.0,13274500
2456,6,2,25,1,7.9,14306000
3351,6,1,15,1,9.7,18358500
1002,3,3,22,0,5.5,7007000
3856,5,4,7,3,8.6,20886000
3540,5,3,16,3,6.2,18070000
1086,3,5,24,1,6.4,8361000
2580,6,5,14,2,6.8,15950000
1579,3,5,14,0,7.1,10666500
692,1,1,24,0,7.6,5062000
3966,3,5,13,3,5.5,19031000
1762,6,5,10,2,9.3,14287000
1152,2,4,3,1,5.4,8442000
711,4,4,8,1,5.8,7808500
3360,1,1,4,3,6.4,15520000
656,4,2,13,3,5.8,7166000
1621,5,4,20,2,5.5,10973500
3477,4,5,19,1,8.4,18279500
3470,1,3,11,1,6.7,15875000
2503,3,2,23,3,7.3,13230500
2522,1,5,15,3,6.0,13077000
1196,1,4,12,0,5.8,7606000
1056,3,1,13,0,5.3,6966000
3710,5,1,18,0,7.8,18005000
3778,6,5,24,2,9.5,20723000
1583,1,1,9,0,6.8,8610500
1890,1,4,6,2,8.3,11735000
2922,3,2,10,0,5.9,14187000
923,3,5,12,3,7.5,9230500
3424,3,1,9,1,8.0,16734000
1725,5,4,15,3,7.0,12387500
1370,6,3,16,1,5.0,10095000
2622,1,1,15,3,6.8,12547000
3110,2,4,23,0,9.9,15895000
1569,5,2,21,2,6.2,10421500
1572,6,1,16,3,6.1,11042000
3607,6,4,5,3,6.5,19774500
1698,3,2,25,2,7.4,10153000
1847,6,1,14,1,8.5,12664500
3432,5,5,0,3,9.7,20492000
1108,5,4,24,3,6.0,9378000
2774,4,3,24,1,7.5,14609000
631,2,4,20,2,7.9,6968500
2838,4,5,9,0,5.2,15063000
1413,6,5,2,3,5.2,12025500
3451,2,4,8,0,7.5,16878500
2011,3,1,4,2,6.4,11598500
1464,5,1,13,1,9.9,11434000
3130,2,1,2,1,6.7,15035000
703,1,1,19,0,6.1,4750500
2078,6,3,9,0,9.2,14403000
2777,6,1,24,3,9.3,16139500
1619,3,2,21,3,8.9,10876500
3416,3,4,19,3,8.0,17506000
3495,6,5,14,1,9.8,20152500
3454,4,4,20,0,7.4,17249000
2502,4,2,13,3,7.8,14427000
1597,2,1,5,0,7.8,9759500
991,4,1,8,2,7.3,8688500
3585,6,3,6,0,8.3,19467500
2418,6,5,16,1,6.1,14803000
1529,3,1,22,3,8.4,10011500
2279,3,3,1,2,5.7,13006500
1457,1,2,2,2,9.0,10099500
3664,1,3,11,2,6.9,16834000
3646,6,4,9,2,9.9,20871000
3005,6,2,11,2,6.9,16727500
2640,5,5,24,1,8.1,15480000
2147,2,2,10,2,6.0,11414500
1913,4,5,4,3,7.2,13475500
813,4,3,23,2,6.5,7595500
3076,1,4,12,0,6.5,14466000
749,6,2,7,2,8.9,9831500
1992,4,4,15,2,5.8,12142000
3557,5,1,12,0,6.5,17249500
3239,6,1,24,1,8.9,17196500
1896,1,2,13,1,9.3,11006000
1352,4,5,2,1,7.8,11452000
2034,4,2,25,1,7.0,11469000
2191,4,5,11,3,8.2,14498500
3502,2,4,12,3,9.1,18097000
2136,2,1,5,0,7.0,11326000
1275,2,5,7,1,8.7,10292500
1690,4,1,21,0,5.7,9445000
699,6,5,7,3,9.2,10876500
2415,3,4,18,1,9.8,14372500
2050,6,1,15,1,5.2,12005000
1570,5,1,16,1,7.2,10575000
3212,3,3,18,2,7.6,16182000
1428,3,4,24,0,7.9,9658000
1405,2,3,2,0,7.2,9597500
3601,4,1,15,0,7.1,16993500
3390,2,3,17,0,9.9,16875000
673,6,2,18,1,7.8,8375500
2475,5,5,9,0,6.1,14652500
3692,4,5,18,0,7.2,18402000
3675,5,1,25,3,5.1,17052500
1067,5,5,13,2,8.6,10924500
2509,5,3,0,0,7.9,15341500
2491,3,5,0,2,7.7,15198500
3322,5,2,3,0,8.8,18097000
2808,3,5,15,1,9.2,15958000
2463,1,1,18,0,9.0,12120500
2707,4,2,22,1,7.7,14254500
794,2,4,13,0,8.6,7769000
3101,1,2,18,2,6.2,13933500
1757,1,2,7,3,9.6,11339500
2824,3,3,24,3,7.6,14724000
1123,6,1,9,1,6.4,9540500
2670,5,1,19,1,7.9,14555000
2593,5,1,7,3,8.5,15525500
1427,1,4,9,1,5.6,8684500
618,6,3,16,2,7.5,8663000
1643,1,3,23,3,6.7,9280500
2777,4,2,15,1,9.9,15729500
2402,4,4,19,0,8.2,13937000
1881,5,5,3,1,8.0,13833500
2927,6,3,25,2,7.0,16094500
1836,3,1,23,2,9.6,11316000
3599,6,1,4,3,7.4,19256500
917,1,3,11,2,9.4,8219500
3734,2,4,8,0,9.3,18589000
3553,4,5,21,2,7.0,18085500
2740,6,3,15,2,6.0,15540000
2473,4,1,4,2,6.3,13675500
1085,1,2,24,3,7.9,7457500
3102,3,4,14,3,7.1,16297000
3546,1,3,25,0,5.7,14841000
2196,3,1,4,1,8.7,12966000
1783,5,1,7,2,7.5,12090500
3824,2,4,13,0,9.3,18654000
1755,4,4,8,1,9.4,12902500
3535,2,3,25,2,9.7,17302500
3157,1,1,8,1,7.8,14769500
2837,2,1,4,3,5.6,13869500
1020,2,3,6,0,8.6,8610000
3004,6,5,23,3,7.3,17384000
3347,3,4,5,2,9.0,18164500
707,3,4,2,0,5.9,7434500
1656,5,5,17,0,7.1,11786000
3355,3,1,11,2,9.8,17312500
980,3,3,0,2,8.4,9590000
1225,3,4,15,2,6.7,9317500
2139,3,4,0,2,5.2,12666500
2185,3,5,21,1,8.7,13277500
1502,4,2,11,3,5.9,10267000
3627,5,5,22,1,6.7,18474500
2662,6,2,17,1,8.7,15747000
676,2,1,2,0,5.5,5766000
3105,5,3,19,1,10.0,17517500
3599,1,3,0,1,8.9,17756500
2934,1,5,1,2,6.5,15219000
1854,2,1,3,3,5.9,10599000
2237,3,5,3,1,7.5,13879500
1302,3,2,13,3,7.0,9407000
742,4,5,15,3,6.7,8627000
3828,1,3,22,3,5.1,16338000
1580,5,1,11,3,10.0,12380000
638,6,3,9,2,6.3,8603000
1627,5,3,2,3,9.3,13314500
3385,3,4,14,1,6.9,16807500
3625,3,1,16,0,6.6,16327500
2852,6,3,15,0,6.8,15852000
672,4,5,2,2,5.2,8232000
1812,6,1,14,0,6.4,11502000
708,1,1,7,0,8.0,6128000
1663,1,2,21,1,5.9,8430500
2042,4,1,23,0,7.9,11457000
983,1,3,5,2,6.4,7550500
2228,5,5,23,3,5.9,13608000
1864,4,2,15,3,5.1,11014000
2687,2,1,7,0,5.2,12434500
1496,4,3,22,3,6.5,10236000
1448,1,3,15,2,5.1,8158000
745,3,1,18,0,7.1,6347500
2193,3,3,18,2,7.4,12535500
3730,2,5,15,2,6.3,17725000
686,1,5,24,2,7.7,6681000
1862,4,5,3,3,7.7,13547000
3282,2,5,21,3,9.3,17257000
1298,1,4,14,0,6.9,8303000
1107,1,5,14,3,8.1,9014500
2495,3,2,20,2,5.6,12472500
2777,5,1,21,1,6.9,14429500
2774,4,5,9,3,8.1,16599000
784,6,3,22,0,8.6,8984000
2732,6,5,2,2,6.3,16882000
3828,3,2,2,2,7.0,18598000
3204,6,2,24,3,7.9,17374000
865,2,2,4,1,6.2,7107500
1448,6,1,21,3,7.6,10958000
3778,4,4,1,2,9.3,20493000
1950,3,5,19,2,5.1,11315000
815,6,1,5,1,6.5,8702500
2189,5,3,18,3,6.2,13241500
1564,4,5,8,3,7.8,12294000
665,1,2,14,0,5.9,5087500
2507,6,5,13,3,9.3,16944500
1055,5,4,0,2,7.1,10632500
1718,2,1,6,3,7.3,10533000
3203,4,4,25,3,5.6,16000500
907,2,5,2,1,5.3,7894500
3232,4,2,16,1,7.2,16192000
1539,6,1,2,0,8.8,12106500
1702,2,2,14,0,9.6,10697000
2496,5,3,4,3,9.0,16136000
2177,5,5,8,1,8.2,14699500
1948,4,2,13,2,6.2,11648000
1383,1,3,21,2,7.2,8470500
3647,6,4,15,2,6.2,19094500
3238,2,1,15,0,9.6,15723000
3799,5,1,3,3,8.6,19986500
3505,6,5,1,3,5.4,19477500
3198,2,4,13,1,8.8,16463000
1504,2,5,25,3,7.5,10114000
659,5,2,1,1,8.1,8796500
3081,1,3,8,0,6.6,14423500
1869,3,3,1,1,8.7,12571500
3947,2,2,20,0,5.3,16534500
2299,1,3,5,0,9.2,12876500
2240,3,1,13,3,6.6,12230000
735,1,1,3,0,6.7,5902500
1120,3,1,20,3,7.3,8240000
3405,4,4,19,2,6.9,17327500
3473,4,5,8,0,9.4,19015500
1995,5,1,25,0,8.1,11772500
749,2,4,1,3,6.1,7811500
3766,5,4,19,0,5.5,18131000
3356,4,3,14,2,9.8,18266000
2253,3,2,8,1,7.8,12905500
3766,4,3,22,3,7.7,18661000
1585,6,3,9,1,7.8,12317500
2047,4,5,19,1,5.9,12274500
3905,4,5,19,0,8.8,19737500
636,6,4,16,3,5.5,8426000
3327,3,1,10,3,5.0,15544500
3479,5,3,5,0,5.9,17686500
3241,5,2,8,1,6.0,16643500
792,1,5,9,2,8.8,8242000
1277,6,1,7,0,8.2,10699500
2697,5,1,2,0,5.7,14419500
1996,4,1,0,1,9.4,13246000
1520,6,2,16,0,9.1,11760000
2368,3,4,13,0,8.2,13618000
789,2,1,11,1,9.7,7591500
2678,3,3,17,0,8.2,14203000
3145,1,1,14,1,6.2,13787500
3536,3,2,5,3,5.4,16986000
1495,3,5,16,0,8.2,10712500
2408,3,1,16,0,7.9,12588000
1200,1,2,4,3,8.5,9100000
3904,5,2,9,1,9.2,20194000
2509,4,4,14,2,5.6,13921500
2367,2,2,1,1,7.9,13194500
632,3,5,6,2,6.2,7792000
1179,6,4,7,0,6.2,10456500
2990,2,3,10,0,6.3,14385000
3539,6,5,18,3,9.2,20266500
3234,6,4,5,0,9.0,18869000
3302,4,4,11,1,9.3,18127000
3045,3,4,15,2,8.0,16207500
2603,6,4,1,0,5.3,15380500
2346,1,3,6,2,8.5,13111000
1109,3,3,11,0,8.9,9291500
635,3,5,15,0,8.0,7672500
1385,4,3,2,0,6.2,10127500
3733,6,5,8,2,7.1,20405500
1352,2,3,3,2,9.2,10562000
1697,4,1,14,1,6.2,10219500
1581,2,4,7,3,9.2,11663500
1956,5,4,10,0,6.7,12726000
2509,1,1,25,0,6.6,10971500
2918,2,1,12,0,6.7,13593000
2695,3,4,19,3,6.6,14422500
2224,2,4,5,1,9.6,13774000
930,4,5,3,3,9.2,10885000
2175,4,1,2,0,8.8,13332500
3538,2,1,20,3,6.2,15763000
2762,2,1,14,3,6.7,13547000
1668,3,2,8,1,9.6,11578000
3598,2,3,24,2,9.7,17573000
1901,3,3,24,3,6.1,10893500
2636,3,4,4,0,6.8,14446000
1922,4,4,20,1,7.9,12287000
2942,1,5,11,2,5.6,14387000
3821,2,5,22,0,7.5,17773500
1735,3,1,6,2,5.5,10172500
2867,3,1,1,0,6.1,14224500
2877,3,3,22,2,9.9,15729500
3337,5,5,4,3,7.0,18879500
2136,1,1,3,3,6.0,11126000
1621,5,3,12,3,8.7,12553500
1900,3,3,2,3,9.5,13350000
1839,6,1,9,2,8.1,12926500
2676,6,3,16,2,6.3,15386000
3356,6,5,22,1,6.4,17906000
1012,5,5,16,2,7.5,10142000
2744,4,5,17,2,5.0,14654000
603,1,1,11,3,7.2,5840500
3191,3,1,5,2,8.7,16598500
1588,6,4,22,2,5.6,11298000
1093,1,2,7,2,6.5,7575500
2651,3,3,0,0,5.3,13798500
3321,2,4,22,0,8.0,15923500
3325,3,2,5,3,8.5,17487500
1417,6,1,20,3,7.1,10699500
2441,6,5,15,0,8.4,15653500
2812,3,3,16,0,7.8,14562000
669,1,4,21,3,9.6,7431500
667,5,5,23,0,7.0,7984500
2861,4,4,21,3,8.2,16043500
886,1,1,14,2,7.1,6441000
1930,2,3,0,0,6.8,11375000
3307,2,5,14,0,9.2,17054500
3109,2,4,20,0,5.9,14441500
1327,2,4,8,1,5.8,8964500
3857,6,5,10,0,8.4,20859500
3823,3,5,18,2,7.6,18920500
3695,4,3,4,2,6.5,18632500
1346,6,5,24,0,8.2,11291000
3741,1,2,25,1,7.7,16223500
817,2,2,10,1,9.2,7839500
1535,3,2,25,2,6.3,9142500
2309,6,3,15,1,5.5,13631500
1551,3,1,7,0,8.6,10318500
1175,3,2,13,0,8.1,8802500
2306,3,1,0,0,8.5,13271000
3990,5,1,10,1,7.8,19585000
3717,5,5,14,1,7.3,19429500
827,6,5,15,0,5.0,8644500
3887,1,5,8,0,5.1,17244500
2054,4,5,13,0,7.6,13079000
1216,6,2,18,3,5.4,9716000
1238,6,5,11,0,5.1,10323000
3922,1,5,4,1,6.1,18167000
2072,2,2,14,2,7.8,11672000
3726,2,2,16,3,8.7,17921000
3097,1,3,10,3,9.2,16019500
3732,3,2,9,2,9.0,18712000
1114,4,2,25,0,8.0,8449000
3870,1,2,5,1,6.9,17355000
2348,3,1,7,2,5.0,12068000
3893,1,5,4,0,7.5,18425500
721,4,1,3,1,9.7,8753500
2738,3,2,24,0,7.4,13443000
3587,1,3,4,1,8.6,17394500
2934,1,2,19,2,8.7,14299000
3868,5,1,16,2,7.0,18738000
3557,2,5,7,2,7.4,17959500
1313,6,2,20,1,8.1,10635500
1877,2,2,22,3,9.0,11269500
1686,3,3,24,1,7.2,10181000
3551,6,1,14,3,8.9,19188500
2770,1,2,22,3,9.3,14015000
1806,6,2,17,0,7.2,11951000
3372,6,3,0,2,7.5,19102000
2200,1,1,7,2,7.3,11470000
1502,1,3,21,3,9.1,9847000
1352,4,2,20,1,5.2,8612000
3723,4,5,24,2,9.2,19410500
2457,1,5,14,0,5.3,12019500
3839,5,3,16,3,6.5,19236500
2838,4,2,10,3,8.9,16193000
915,1,3,12,3,9.1,8242500
794,4,1,1,0,9.6,8869000
3451,4,3,8,0,7.4,17538500
2567,2,5,2,2,8.7,15264500
1256,1,4,5,1,8.8,9566000
883,5,4,5,3,5.7,9420500
3955,2,3,16,3,7.7,18622500
1434,1,1,2,0,6.4,8279000
1071,1,4,5,3,5.8,8118500
2972,1,3,7,0,8.4,14812000
3825,3,4,23,1,9.6,18977500
2704,4,4,24,1,6.0,14064000
2161,3,5,13,3,6.1,12953500
706,6,2,6,3,7.2,9251000
1776,3,2,9,2,6.4,10826000
2151,2,1,21,0,8.5,11178500
2167,1,1,1,3,9.5,12734500
2390,3,3,24,3,9.0,13765000
2247,3,2,20,0,6.7,11644500
2601,3,2,1,1,8.1,14593500
1657,1,3,18,2,7.2,9579500
2471,1,5,20,0,9.5,13448500
2287,2,1,21,0,8.4,11614500
2189,3,5,6,3,5.4,13121500
1203,1,2,1,2,7.0,8460500
2965,4,1,10,3,6.4,15337500
2194,4,3,15,0,7.6,12869000
2465,2,4,17,0,9.5,13777500
798,3,1,24,0,6.9,6153000
879,6,2,15,2,8.4,9686500
2863,3,4,3,1,7.5,15770500
2097,6,2,14,0,5.9,12599500
3749,4,4,18,2,7.5,18821500
3403,3,1,12,0,8.9,16670500
1688,1,4,13,1,6.9,9918000
1322,3,4,16,2,8.5,10327000
787,6,5,20,1,7.0,9254500
2494,2,4,11,3,5.3,13099000
3322,5,1,1,1,5.9,16937000
1496,6,5,7,1,5.2,11666000
3838,5,1,7,2,8.6,19723000
3005,1,2,16,2,6.7,13897500
1247,6,3,16,0,8.0,10664500
3066,2,4,2,3,6.0,15831000
1287,5,4,6,1,8.1,11344500
807,3,5,19,2,8.3,8594500
1849,6,1,11,3,5.4,11981500
3653,4,5,7,1,9.7,20015500
2077,1,5,4,2,6.4,12029500
815,3,4,23,3,6.5,7602500
2843,3,3,2,3,6.6,15490500
3190,6,3,9,0,5.3,16735000
2227,3,4,17,0,8.6,13084500
3320,3,4,23,3,8.7,17250000
3912,3,5,16,0,9.9,19852000
2482,2,4,7,2,5.4,13097000
3255,3,2,15,3,6.9,16102500
3944,5,4,25,0,5.9,18614000
3876,2,5,2,0,5.4,18126000
1006,3,5,24,0,9.1,8961000
1587,2,2,19,2,6.2,9084500
2119,5,3,4,0,8.2,13896500
903,3,1,17,0,7.4,7070500
2141,4,1,7,3,9.8,13963500
1955,5,2,10,0,8.2,12722500
3472,4,2,12,0,8.8,17672000
2588,1,2,23,2,8.2,12688000
2022,1,1,1,2,8.7,11707000
1620,4,5,9,1,5.7,11200000
2908,6,2,19,0,7.1,15668000
3283,6,3,6,0,9.4,18850500
2530,6,2,11,0,8.3,15225000
1366,1,3,3,0,9.9,9991000
3255,5,2,24,2,6.4,16252500
2895,4,3,5,1,9.4,16742500
3420,6,4,7,3,8.8,19940000
1059,1,2,21,1,5.6,6196500
841,2,2,6,0,5.1,6283500
2737,4,5,7,3,7.6,16369500
